id,education,household,commute,type1,type2,type3,type4,type5,type6,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,price1,price2,price3,price4,price5,price6,range1,range2,range3,range4,range5,range6,acc1,acc2,acc3,acc4,acc5,acc6,speed1,speed2,speed3,speed4,speed5,speed6,pollution1,pollution2,pollution3,pollution4,pollution5,pollution6,size1,size2,size3,size4,size5,size6,space1,space2,space3,space4,space5,space6,cost1,cost2,cost3,cost4,cost5,cost6,station1,station2,station3,station4,station5,station6
4225,1,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.3544749,3.3544749,2.4599482,2.4599482,2.9072116,2.9072116,125,125,250,250,300,300,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.6,0.6,1,1,2,2,3,3,3,3,0.7,0.7,1,1,1,1,8,8,6,6,8,8,0,0,0.3,0.3,1,1
4226,1,0,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,3.8627713,3.8627713,4.1386835,4.1386835,4.4145957,4.4145957,125,125,300,300,250,250,2.5,2.5,4,4,6,6,100,100,85,85,95,95,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2,0.7,0.7,0.7,0.7,1,1,2,2,2,2,4,4,0,0,0.7,0.7,0.1,0.1
4227,0,0,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.1386835,4.1386835,4.4145957,4.4145957,3.0350346,3.0350346,50,50,150,150,350,350,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3,0.7,0.7,0.7,0.7,1,1,1,1,6,6,8,8,0,0,0.7,0.7,0.1,0.1
4228,1,1,1,van,regcar,van,stwagon,van,truck,methanol,methanol,cng,cng,electric,electric,6.0593618,6.0593618,4.2920479,4.2920479,4.7969948,4.7969948,125,125,300,300,250,250,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2,1,1,0.7,0.7,1,1,2,2,8,8,2,2,0,0,0.1,0.1,0.3,0.3
4229,1,0,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,5.3671598,5.3671598,3.8017382,3.8017382,4.6962648,4.6962648,200,200,75,75,350,350,4,4,6,6,2.5,2.5,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,3,3,2,2,3,3,1,1,1,1,1,1,2,2,4,4,8,8,0,0,0.1,0.1,1,1
4230,1,0,0,van,stwagon,van,truck,van,regcar,methanol,methanol,cng,cng,gasoline,gasoline,6.0700691,6.0700691,6.3459814,6.3459814,5.2423324,5.2423324,50,50,150,150,400,400,2.5,2.5,4,4,6,6,85,85,140,140,95,95,0,0,0.1,0.1,0.75,0.75,3,3,2,2,3,3,1,1,1,1,1,1,4,4,2,2,6,6,0,0,0.7,0.7,1,1
4231,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,6.6218936,6.6218936,4.690508,4.690508,5.7941569,5.7941569,200,200,75,75,350,350,4,4,6,6,2.5,2.5,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,3,3,1,1,2,2,1,1,1,1,1,1,2,2,4,4,8,8,0,0,0.1,0.1,1,1
4232,1,1,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,2.7940569,2.7940569,2.9936324,2.9936324,2.1953304,2.1953304,125,125,300,300,300,300,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,3,3,2,2,3,3,1,1,1,1,1,1,1,1,6,6,2,2,0,0,0.3,0.3,1,1
4233,1,0,0,van,regcar,van,stwagon,van,truck,cng,cng,electric,electric,gasoline,gasoline,4.8698344,4.8698344,3.5994428,3.5994428,4.0229067,4.0229067,300,300,250,250,300,300,2.5,2.5,4,4,6,6,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0.7,0.7,0.1,0.1,1,1
4234,1,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.1759789,3.1759789,2.3290512,2.3290512,2.7525151,2.7525151,125,125,250,250,300,300,2.5,2.5,4,4,6,6,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,0,0,1,1,2,2,0.7,0.7,1,1,1,1,2,2,4,4,6,6,0,0,0.3,0.3,1,1
4235,1,0,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,5.3671598,5.3671598,4.2490015,4.2490015,4.6962648,4.6962648,125,125,250,250,300,300,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,3,3,1,1,2,2,0.7,0.7,1,1,1,1,8,8,4,4,6,6,0,0,0.3,0.3,1,1
4236,1,1,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,4.2920479,4.2920479,3.2821543,3.2821543,3.7871011,3.7871011,125,125,250,250,300,300,6,6,2.5,2.5,4,4,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,1,1,2,2,3,3,1,1,1,1,1,1,1,1,2,2,4,4,0,0,0.1,0.1,1,1
4237,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,0.96354111,0.96354111,1.1241313,1.1241313,1.4453117,1.4453117,125,125,300,300,250,250,6,6,2.5,2.5,4,4,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,3,3,1,1,2,2,0.7,0.7,1,1,1,1,2,2,4,4,6,6,0,0,0.7,0.7,0.1,0.1
4238,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.0863263,3.0863263,3.5611457,3.5611457,3.7985554,3.7985554,75,75,300,300,350,350,6,6,2.5,2.5,4,4,110,110,140,140,85,85,0.4,0.4,0.75,0.75,0.25,0.25,1,1,2,2,0,0,0.7,0.7,1,1,1,1,8,8,2,2,4,4,0.7,0.7,0.1,0.1,1,1
4239,0,0,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.8568222,4.8568222,5.3680666,5.3680666,5.879311,5.879311,125,125,300,300,250,250,4,4,6,6,2.5,2.5,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,1,1,2,2,3,3,1,1,0.7,0.7,1,1,4,4,8,8,2,2,0,0,0.1,0.1,0.3,0.3
4240,0,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.5329841,3.5329841,4.1753448,4.1753448,4.8177056,4.8177056,300,300,250,250,300,300,6,6,2.5,2.5,4,4,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,6,6,8,8,2,2,0.1,0.1,0.3,0.3,1,1
4241,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,11.911243,11.911243,8.4371306,8.4371306,9.4297342,9.4297342,200,200,75,75,300,300,6,6,2.5,2.5,4,4,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3,0.7,0.7,0.7,0.7,1,1,4,4,8,8,2,2,0,0,0.3,0.3,0.7,0.7
4242,1,0,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,2.6835799,2.6835799,2.9072116,2.9072116,3.3544749,3.3544749,200,200,75,75,300,300,4,4,6,6,2.5,2.5,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,2,2,3,3,1,1,1,1,1,1,1,1,4,4,4,4,6,6,0,0,0.7,0.7,0.1,0.1
4243,1,0,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,4.5107845,4.5107845,5.4604234,5.4604234,4.0359651,4.0359651,200,200,300,300,350,350,6,6,2.5,2.5,4,4,55,55,110,110,140,140,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2,1,1,1,1,1,1,2,2,6,6,8,8,0,0,0.3,0.3,1,1
4244,0,0,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,5.4600663,5.4600663,6.7447878,6.7447878,7.3871485,7.3871485,125,125,250,250,300,300,6,6,2.5,2.5,4,4,55,55,110,110,140,140,0,0,0.6,0.6,1,1,2,2,3,3,3,3,1,1,1,1,1,1,2,2,2,2,4,4,0,0,0.1,0.1,1,1
4245,0,1,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.4667162,4.4667162,4.963018,4.963018,2.9778108,2.9778108,300,300,250,250,300,300,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3,1,1,1,1,1,1,8,8,2,2,4,4,0.3,0.3,0.7,0.7,1,1
4246,1,0,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.0674666,3.0674666,3.3230888,3.3230888,4.0899555,4.0899555,125,125,300,300,300,300,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,8,8,6,6,2,2,0,0,0.3,0.3,1,1
4247,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,5.3680666,5.3680666,5.879311,5.879311,4.3455777,4.3455777,300,300,250,250,300,300,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,0.7,0.7,1,1,1,1,2,2,4,4,6,6,0.3,0.3,0.7,0.7,1,1
4248,1,0,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.2920479,4.2920479,4.7969948,4.7969948,5.3019416,5.3019416,200,200,75,75,300,300,2.5,2.5,4,4,6,6,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3,0.7,0.7,1,1,1,1,2,2,6,6,8,8,0,0,0.1,0.1,0.3,0.3
4249,1,1,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.4965252,4.4965252,4.8177056,4.8177056,3.5329841,3.5329841,125,125,300,300,300,300,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,3,3,2,2,3,3,1,1,1,1,1,1,1,1,6,6,2,2,0,0,0.3,0.3,1,1
4250,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.8568222,4.8568222,5.3680666,5.3680666,4.3455777,4.3455777,125,125,300,300,300,300,4,4,6,6,2.5,2.5,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2,0.7,0.7,0.7,0.7,1,1,8,8,2,2,6,6,0,0,0.1,0.1,1,1
4251,1,1,0,van,regcar,van,stwagon,van,truck,cng,cng,electric,electric,gasoline,gasoline,7.3871485,7.3871485,5.4600663,5.4600663,6.102427,6.102427,150,150,350,350,400,400,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,1,1,1,1,1,1,2,2,4,4,6,6,0.7,0.7,0.1,0.1,1,1
4252,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,5.4600663,5.4600663,3.5329841,3.5329841,4.1753448,4.1753448,200,200,75,75,300,300,6,6,2.5,2.5,4,4,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3,0.7,0.7,0.7,0.7,1,1,4,4,8,8,2,2,0,0,0.3,0.3,0.7,0.7
4253,1,1,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,4.2920479,4.2920479,5.3019416,5.3019416,5.8068884,5.8068884,125,125,250,250,300,300,4,4,6,6,2.5,2.5,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3,1,1,1,1,1,1,8,8,8,8,2,2,0,0,0.7,0.7,1,1
4254,0,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.0350346,3.0350346,3.586859,3.586859,4.1386835,4.1386835,75,75,300,300,350,350,6,6,2.5,2.5,4,4,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,0.7,0.7,1,1,1,1,8,8,2,2,4,4,0.7,0.7,0.1,0.1,1,1
4255,1,0,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.7919343,3.7919343,4.1910853,4.1910853,3.3927834,3.3927834,75,75,250,250,250,250,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.1,0.1,0.75,0.75,3,3,1,1,2,2,1,1,0.7,0.7,1,1,4,4,2,2,6,6,0,0,0.1,0.1,1,1
4256,1,1,0,van,truck,van,regcar,van,stwagon,methanol,methanol,electric,electric,gasoline,gasoline,3.8541644,3.8541644,4.8177056,4.8177056,5.1388859,5.1388859,200,200,300,300,350,350,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,1,1,8,8,2,2,0,0,0.1,0.1,1,1
4257,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,2.8118444,2.8118444,3.3230888,3.3230888,3.8343333,3.8343333,300,300,250,250,300,300,2.5,2.5,4,4,6,6,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,1,1,2,2,3,3,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0.7,0.7,0.1,0.1,1,1
4258,1,1,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,3.0674666,3.0674666,3.3230888,3.3230888,3.8343333,3.8343333,200,200,75,75,300,300,4,4,6,6,2.5,2.5,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,2,2,3,3,1,1,1,1,1,1,1,1,4,4,4,4,6,6,0,0,0.7,0.7,0.1,0.1
4259,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.690508,4.690508,3.0350346,3.0350346,4.1386835,4.1386835,125,125,300,300,300,300,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2,1,1,1,1,1,1,2,2,6,6,2,2,0,0,0.3,0.3,1,1
4260,1,0,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.2920479,4.2920479,2.7772075,2.7772075,3.7871011,3.7871011,200,200,75,75,350,350,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2,0.7,0.7,0.7,0.7,1,1,4,4,8,8,4,4,0,0,0.7,0.7,1,1
4261,1,0,1,stwagon,regcar,stwagon,truck,stwagon,van,methanol,methanol,cng,cng,electric,electric,3.3927834,3.3927834,3.7919343,3.7919343,4.1910853,4.1910853,200,200,75,75,300,300,4,4,6,6,2.5,2.5,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2,1,1,1,1,1,1,4,4,4,4,6,6,0,0,0.7,0.7,0.1,0.1
4262,1,0,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.7871011,3.7871011,4.0395745,4.0395745,3.2821543,3.2821543,125,125,300,300,300,300,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,2,2,3,3,1,1,1,1,0.7,0.7,1,1,1,1,4,4,8,8,0,0,0.7,0.7,1,1
4263,0,1,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,0.96354111,0.96354111,1.1241313,1.1241313,1.6059019,1.6059019,125,125,300,300,300,300,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,3,3,1,1,2,2,1,1,1,1,1,1,8,8,6,6,2,2,0,0,0.3,0.3,1,1
4264,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.690508,4.690508,5.2423324,5.2423324,6.3459814,6.3459814,200,200,75,75,350,350,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,3,3,1,1,2,2,0.7,0.7,1,1,1,1,4,4,2,2,6,6,0,0,0.3,0.3,1,1
4265,1,1,0,stwagon,regcar,stwagon,truck,stwagon,van,cng,cng,electric,electric,gasoline,gasoline,2.2722607,2.2722607,2.5247341,2.5247341,1.5148404,1.5148404,300,300,250,250,300,300,6,6,2.5,2.5,4,4,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,2,2,3,3,1,1,1,1,1,1,1,1,6,6,8,8,2,2,0.1,0.1,0.3,0.3,1,1
4266,0,1,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,10.277772,10.277772,11.241313,11.241313,8.0295093,8.0295093,200,200,75,75,300,300,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,1,1,2,2,3,3,1,1,0.7,0.7,1,1,8,8,2,2,4,4,0,0,0.7,0.7,0.1,0.1
4267,1,0,0,sportcar,truck,sportcar,sportuv,sportcar,regcar,methanol,methanol,cng,cng,gasoline,gasoline,3.8627713,3.8627713,4.1386835,4.1386835,3.0350346,3.0350346,200,200,75,75,350,350,2.5,2.5,4,4,6,6,85,85,140,140,95,95,0,0,0.25,0.25,1,1,0,0,1,1,2,2,1,1,0.7,0.7,1,1,4,4,6,6,2,2,0,0,0.1,0.1,1,1
4268,1,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,4.1386835,4.1386835,3.0350346,3.0350346,3.586859,3.586859,75,75,400,400,250,250,4,4,6,6,2.5,2.5,85,85,85,85,95,95,0,0,0.75,0.75,0.25,0.25,2,2,3,3,1,1,0.7,0.7,1,1,1,1,2,2,6,6,8,8,0,0,0.1,0.1,1,1
4269,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,7.0659681,7.0659681,7.3871485,7.3871485,6.102427,6.102427,125,125,300,300,300,300,4,4,6,6,2.5,2.5,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3,0.7,0.7,0.7,0.7,1,1,2,2,2,2,6,6,0,0,0.1,0.1,1,1
4270,1,1,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.0359651,4.0359651,2.6115068,2.6115068,3.5611457,3.5611457,125,125,300,300,300,300,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.25,0.25,1,1,1,1,2,2,3,3,1,1,0.7,0.7,1,1,8,8,4,4,8,8,0,0,0.7,0.7,1,1
4271,1,0,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,5.0815663,5.0815663,3.5994428,3.5994428,4.0229067,4.0229067,50,50,150,150,350,350,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2,0.7,0.7,1,1,1,1,1,1,8,8,2,2,0,0,0.7,0.7,0.1,0.1
4272,0,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.8343333,3.8343333,2.8118444,2.8118444,3.3230888,3.3230888,125,125,250,250,300,300,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.6,0.6,1,1,2,2,3,3,3,3,0.7,0.7,1,1,1,1,8,8,6,6,8,8,0,0,0.3,0.3,1,1
4273,1,0,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.5994428,3.5994428,2.7525151,2.7525151,3.1759789,3.1759789,200,200,300,300,350,350,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,8,8,2,2,4,4,0,0,0.7,0.7,1,1
4274,1,0,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,2.9936324,2.9936324,2.1953304,2.1953304,2.5944814,2.5944814,125,125,250,250,300,300,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.6,0.6,1,1,2,2,3,3,3,3,0.7,0.7,1,1,1,1,8,8,6,6,8,8,0,0,0.3,0.3,1,1
4275,1,0,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,5.4593198,5.4593198,3.4741126,3.4741126,4.4667162,4.4667162,200,200,300,300,350,350,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.75,0.75,0.25,0.25,2,2,3,3,1,1,0.7,0.7,1,1,1,1,8,8,2,2,4,4,0,0,0.7,0.7,1,1
4276,0,0,1,truck,regcar,truck,van,truck,stwagon,methanol,methanol,cng,cng,electric,electric,1.2847215,1.2847215,1.4453117,1.4453117,1.6059019,1.6059019,200,200,75,75,300,300,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3,1,1,1,1,1,1,1,1,4,4,6,6,0,0,0.7,0.7,0.1,0.1
4277,1,0,1,truck,van,truck,stwagon,truck,regcar,methanol,methanol,cng,cng,gasoline,gasoline,4.963018,4.963018,4.963018,4.963018,3.4741126,3.4741126,125,125,300,300,300,300,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.25,0.25,1,1,1,1,2,2,3,3,1,1,1,1,1,1,4,4,6,6,2,2,0,0,0.3,0.3,1,1
4278,0,0,1,truck,van,truck,stwagon,truck,regcar,methanol,methanol,cng,cng,gasoline,gasoline,1.6554734,1.6554734,0.8277367,0.8277367,1.241605,1.241605,200,200,75,75,350,350,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,2,2,3,3,1,1,0.7,0.7,0.7,0.7,1,1,4,4,8,8,4,4,0,0,0.7,0.7,1,1
4279,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.1386835,4.1386835,4.4145957,4.4145957,3.0350346,3.0350346,300,300,250,250,300,300,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,1,1,2,2,3,3,1,1,1,1,1,1,8,8,2,2,4,4,0.3,0.3,0.7,0.7,1,1
4280,0,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,1.5337333,1.5337333,0.89467777,0.89467777,1.1503,1.1503,200,200,300,300,350,350,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,8,8,2,2,4,4,0,0,0.7,0.7,1,1
4281,1,0,0,sportcar,sportuv,sportcar,regcar,sportcar,truck,methanol,methanol,electric,electric,gasoline,gasoline,6.0700691,6.0700691,4.690508,4.690508,5.2423324,5.2423324,75,75,400,400,250,250,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.4,0.4,0.75,0.75,0,0,1,1,2,2,1,1,1,1,1,1,1,1,2,2,4,4,0,0,0.3,0.3,1,1
4282,1,0,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,2.7940569,2.7940569,2.9936324,2.9936324,2.1953304,2.1953304,200,200,75,75,350,350,4,4,6,6,2.5,2.5,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2,1,1,1,1,1,1,1,1,4,4,8,8,0,0,0.1,0.1,1,1
4283,0,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,2.9778108,2.9778108,1.4889054,1.4889054,2.2333581,2.2333581,50,50,150,150,400,400,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.25,0.25,1,1,0,0,1,1,2,2,0.7,0.7,0.7,0.7,1,1,4,4,6,6,2,2,0,0,0.1,0.1,1,1
4284,1,1,0,truck,stwagon,truck,regcar,truck,van,methanol,methanol,electric,electric,gasoline,gasoline,3.1308432,3.1308432,3.5781065,3.5781065,2.4599482,2.4599482,125,125,250,250,300,300,2.5,2.5,4,4,6,6,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,1,1,2,2,3,3,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0,0,0.3,0.3,1,1
4285,1,0,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.5611457,3.5611457,2.6115068,2.6115068,3.0863263,3.0863263,125,125,250,250,300,300,4,4,6,6,2.5,2.5,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,2,2,3,3,1,1,1,1,1,1,1,1,1,1,8,8,2,2,0,0,0.7,0.7,1,1
4286,1,0,0,sportuv,sportcar,sportuv,regcar,sportuv,truck,methanol,methanol,electric,electric,gasoline,gasoline,4.7969948,4.7969948,5.8068884,5.8068884,4.2920479,4.2920479,200,200,300,300,350,350,4,4,6,6,2.5,2.5,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,3,3,1,1,2,2,1,1,1,1,1,1,8,8,4,4,6,6,0,0,0.3,0.3,1,1
4287,1,0,0,sportuv,truck,sportuv,sportcar,sportuv,regcar,methanol,methanol,cng,cng,gasoline,gasoline,4.690508,4.690508,5.2423324,5.2423324,6.3459814,6.3459814,200,200,75,75,350,350,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,3,3,1,1,2,2,0.7,0.7,1,1,1,1,4,4,2,2,6,6,0,0,0.3,0.3,1,1
4288,1,1,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,1.9852072,1.9852072,2.481509,2.481509,1.4889054,1.4889054,125,125,250,250,300,300,2.5,2.5,4,4,6,6,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,1,1,2,2,3,3,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0,0,0.3,0.3,1,1
4289,1,0,0,stwagon,regcar,stwagon,truck,stwagon,van,cng,cng,electric,electric,gasoline,gasoline,5.7941569,5.7941569,6.3459814,6.3459814,4.690508,4.690508,75,75,300,300,350,350,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3,1,1,1,1,1,1,6,6,8,8,2,2,0.3,0.3,0.7,0.7,1,1
4290,1,0,0,truck,regcar,truck,van,truck,stwagon,methanol,methanol,cng,cng,electric,electric,0.75742022,0.75742022,0.88365693,0.88365693,1.1361303,1.1361303,125,125,300,300,250,250,6,6,2.5,2.5,4,4,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,3,3,1,1,2,2,0.7,0.7,1,1,1,1,2,2,4,4,6,6,0,0,0.7,0.7,0.1,0.1
